po_id,po_date,supplier_id,supplier_name,warehouse_id,product_id,product_name,quantity_ordered,quantity_received,expected_delivery_date,actual_delivery_date,status,unit_cost
PO900555,2025-03-27,SUP008,Sunrise Adhesives,W2,SKU00024,Electrical Component - Type 12,347,347,2025-04-15,2025-04-15,received,439.12
PO900556,2025-03-30,SUP004,Voltek Electricals,W1,SKU00009,Fastener - Type 9,1355,1166,2025-04-19,2025-04-19,received,27.59
PO900557,2025-03-30,SUP002,Bharat Fastener Co.,W1,SKU00113,Adhesives & Sealant - Type 5,855,855,2025-05-06,2025-05-06,received,554.18
PO900558,2025-04-02,SUP002,Bharat Fastener Co.,W1,SKU00111,Adhesives & Sealant - Type 3,1766,1766,2025-05-09,2025-05-09,received,337.6
PO900559,2025-04-05,SUP007,Titan Tools India,W2,SKU00112,Adhesives & Sealant - Type 4,419,419,2025-04-19,2025-04-19,received,211.27
PO900560,2025-04-08,SUP008,Sunrise Adhesives,W2,SKU00019,Electrical Component - Type 7,1640,1640,2025-04-27,2025-04-27,received,358.44
PO900561,2025-04-08,SUP012,Coastal Metal Traders,W4,SKU00085,Plumbing Supplie - Type 9,1025,1025,2025-05-18,2025-05-18,received,525.29
PO900562,2025-04-08,SUP015,Krishna Tools & Dies,W3,SKU00135,Bearing - Type 9,1584,1584,2025-04-15,2025-04-15,received,1883.55
PO900563,2025-04-11,SUP015,Krishna Tools & Dies,W4,SKU00129,Bearing - Type 3,1393,1393,2025-04-18,2025-04-18,received,1034.83
PO900564,2025-04-14,SUP011,Everest Hardware,W1,SKU00035,Hand Tool - Type 10,717,717,2025-05-05,2025-05-05,received,986.97
PO900565,2025-04-14,SUP008,Sunrise Adhesives,W3,SKU00018,Electrical Component - Type 6,908,908,2025-05-03,2025-05-03,received,516.7
PO900566,2025-04-14,SUP006,Deccan Plumbing Supplies,W1,SKU00132,Bearing - Type 6,1410,1410,2025-04-30,2025-04-30,received,804.38
PO900567,2025-04-17,SUP014,Vishal Steel Traders,W3,SKU00122,Adhesives & Sealant - Type 14,326,326,2025-05-22,2025-05-22,received,259.27
PO900568,2025-04-17,SUP006,Deccan Plumbing Supplies,W4,SKU00133,Bearing - Type 7,1518,0,2025-05-03,,cancelled,81.99
PO900569,2025-04-17,SUP012,Coastal Metal Traders,W4,SKU00083,Plumbing Supplie - Type 7,466,466,2025-05-27,2025-05-27,received,283.05
PO900570,2025-04-20,SUP015,Krishna Tools & Dies,W3,SKU00138,Bearing - Type 12,397,397,2025-04-27,2025-04-27,received,989.79
PO900571,2025-04-23,SUP003,Precision Bearings Ltd,W4,SKU00139,Bearing - Type 13,1950,1950,2025-05-31,2025-05-31,received,2355.14
PO900572,2025-04-23,SUP014,Vishal Steel Traders,W4,SKU00109,Adhesives & Sealant - Type 1,963,963,2025-05-28,2025-05-31,received,420.81
PO900573,2025-04-26,SUP003,Precision Bearings Ltd,W1,SKU00131,Bearing - Type 5,1508,1508,2025-06-03,2025-06-03,received,1857.62
PO900574,2025-04-26,SUP008,Sunrise Adhesives,W4,SKU00022,Electrical Component - Type 10,931,837,2025-05-15,2025-05-15,received,396.61
PO900575,2025-04-29,SUP008,Sunrise Adhesives,W1,SKU00025,Electrical Component - Type 13,424,424,2025-05-18,2025-05-18,received,400.14
PO900576,2025-05-02,SUP014,Vishal Steel Traders,W1,SKU00113,Adhesives & Sealant - Type 5,634,634,2025-06-06,2025-06-08,received,554.18
PO900577,2025-05-05,SUP011,Everest Hardware,W3,SKU00027,Hand Tool - Type 2,608,608,2025-05-26,2025-05-28,received,933.87
PO900578,2025-05-05,SUP012,Coastal Metal Traders,W2,SKU00078,Plumbing Supplie - Type 2,1615,1615,2025-06-14,2025-06-14,received,51.77
PO900579,2025-05-05,SUP003,Precision Bearings Ltd,W2,SKU00128,Bearing - Type 2,678,678,2025-06-12,2025-06-12,received,1917.4
PO900580,2025-05-08,SUP015,Krishna Tools & Dies,W2,SKU00134,Bearing - Type 8,1506,1506,2025-05-15,2025-05-15,received,499.59
PO900581,2025-05-08,SUP005,SafeGuard PPE Manufacturing,W4,SKU00064,Safety Equipment - Type 2,1213,1213,2025-06-05,2025-06-05,received,225.36
PO900582,2025-05-11,SUP008,Sunrise Adhesives,W4,SKU00023,Electrical Component - Type 11,636,636,2025-05-30,2025-06-02,received,335.82
PO900583,2025-05-11,SUP015,Krishna Tools & Dies,W4,SKU00139,Bearing - Type 13,170,170,2025-05-18,2025-05-18,received,2355.14
PO900584,2025-05-14,SUP008,Sunrise Adhesives,W4,SKU00013,Electrical Component - Type 1,734,734,2025-06-02,2025-06-02,received,283.87
PO900585,2025-05-17,SUP014,Vishal Steel Traders,W3,SKU00119,Adhesives & Sealant - Type 11,518,518,2025-06-21,2025-06-21,received,324.25
PO900586,2025-05-17,SUP005,SafeGuard PPE Manufacturing,W2,SKU00072,Safety Equipment - Type 10,1816,1816,2025-06-14,2025-06-14,received,1273.06
PO900587,2025-05-20,SUP007,Titan Tools India,W2,SKU00123,Adhesives & Sealant - Type 15,504,504,2025-06-03,2025-06-03,received,459.67
PO900588,2025-05-20,SUP002,Bharat Fastener Co.,W2,SKU00112,Adhesives & Sealant - Type 4,1015,1015,2025-06-26,2025-06-26,received,211.27
PO900589,2025-05-20,SUP004,Voltek Electricals,W3,SKU00007,Fastener - Type 7,1636,1636,2025-06-09,2025-06-09,received,57.01
PO900590,2025-05-23,SUP003,Precision Bearings Ltd,W4,SKU00137,Bearing - Type 11,823,823,2025-06-30,2025-06-30,received,645.58
PO900591,2025-05-23,SUP003,Precision Bearings Ltd,W3,SKU00128,Bearing - Type 2,441,441,2025-06-30,2025-06-30,received,1917.4
PO900592,2025-05-23,SUP009,National Pipe & Fittings,W1,SKU00099,Pipes & Fitting - Type 6,1765,1765,2025-06-17,2025-06-17,received,560.49
PO900593,2025-05-26,SUP011,Everest Hardware,W2,SKU00040,Hand Tool - Type 15,1282,1282,2025-06-16,2025-06-18,received,580.89
PO900594,2025-05-26,SUP007,Titan Tools India,W1,SKU00113,Adhesives & Sealant - Type 5,1495,1495,2025-06-09,2025-06-09,received,554.18
PO900595,2025-05-26,SUP003,Precision Bearings Ltd,W3,SKU00137,Bearing - Type 11,1061,1061,2025-07-03,2025-07-03,received,645.58
PO900596,2025-05-29,SUP007,Titan Tools India,W4,SKU00112,Adhesives & Sealant - Type 4,1445,1445,2025-06-12,2025-06-12,received,211.27
PO900597,2025-05-29,SUP002,Bharat Fastener Co.,W4,SKU00125,Adhesives & Sealant - Type 17,701,701,2025-07-05,2025-07-05,received,76.43
PO900598,2025-05-29,SUP001,Ashoka Steel Works,W4,SKU00140,Bearing - Type 14,1038,1038,2025-06-20,2025-06-20,received,1893.14
PO900599,2025-06-01,SUP001,Ashoka Steel Works,W1,SKU00129,Bearing - Type 3,1882,1882,2025-06-23,2025-06-23,received,1034.83
PO900600,2025-06-01,SUP006,Deccan Plumbing Supplies,W1,SKU00135,Bearing - Type 9,1002,1002,2025-06-17,2025-06-17,received,1883.55
PO900601,2025-06-04,SUP003,Precision Bearings Ltd,W3,SKU00133,Bearing - Type 7,787,787,2025-07-12,2025-07-12,received,81.99
PO900602,2025-06-04,SUP011,Everest Hardware,W2,SKU00031,Hand Tool - Type 6,523,523,2025-06-25,2025-06-25,received,209.82
PO900603,2025-06-04,SUP014,Vishal Steel Traders,W2,SKU00109,Adhesives & Sealant - Type 1,59,59,2025-07-09,2025-07-09,received,420.81
PO900604,2025-06-07,SUP012,Coastal Metal Traders,W4,SKU00086,Plumbing Supplie - Type 10,1443,1443,2025-07-17,2025-07-17,received,413.93
PO900605,2025-06-07,SUP009,National Pipe & Fittings,W4,SKU00103,Pipes & Fitting - Type 10,244,210,2025-07-02,2025-07-06,delayed,70.36
PO900606,2025-06-07,SUP011,Everest Hardware,W1,SKU00029,Hand Tool - Type 4,1914,1914,2025-06-28,2025-06-28,received,1396.1
PO900607,2025-06-10,SUP008,Sunrise Adhesives,W1,SKU00020,Electrical Component - Type 8,218,218,2025-06-29,2025-06-29,received,696.68
PO900608,2025-06-10,SUP011,Everest Hardware,W2,SKU00037,Hand Tool - Type 12,1909,1909,2025-07-01,2025-07-01,received,1171.0
PO900609,2025-06-13,SUP012,Coastal Metal Traders,W1,SKU00086,Plumbing Supplie - Type 10,1926,0,2025-07-23,,cancelled,413.93
PO900610,2025-06-13,SUP010,LumaTech Lighting,W1,SKU00026,Hand Tool - Type 1,1320,1320,2025-07-12,2025-07-12,received,523.51
PO900611,2025-06-16,SUP005,SafeGuard PPE Manufacturing,W4,SKU00066,Safety Equipment - Type 4,1611,1611,2025-07-14,2025-07-14,received,1506.09
PO900612,2025-06-19,SUP012,Coastal Metal Traders,W4,SKU00090,Plumbing Supplie - Type 14,490,490,2025-07-29,2025-07-29,received,688.4
PO900613,2025-06-22,SUP009,National Pipe & Fittings,W1,SKU00106,Pipes & Fitting - Type 13,416,416,2025-07-17,2025-07-17,received,668.3
PO900614,2025-06-22,SUP003,Precision Bearings Ltd,W1,SKU00139,Bearing - Type 13,279,279,2025-07-30,2025-07-30,received,2355.14
PO900615,2025-06-22,SUP008,Sunrise Adhesives,W1,SKU00023,Electrical Component - Type 11,1493,1493,2025-07-11,2025-07-11,received,335.82
PO900616,2025-06-25,SUP004,Voltek Electricals,W3,SKU00003,Fastener - Type 3,528,489,2025-07-15,2025-07-15,received,21.09
PO900617,2025-06-25,SUP008,Sunrise Adhesives,W1,SKU00016,Electrical Component - Type 4,1349,1349,2025-07-14,2025-07-14,received,507.08
PO900618,2025-06-28,SUP015,Krishna Tools & Dies,W2,SKU00131,Bearing - Type 5,673,673,2025-07-05,2025-07-07,received,1857.62
PO900619,2025-06-28,SUP001,Ashoka Steel Works,W2,SKU00132,Bearing - Type 6,896,826,2025-07-20,2025-07-20,received,804.38
PO900620,2025-06-28,SUP002,Bharat Fastener Co.,W2,SKU00119,Adhesives & Sealant - Type 11,753,753,2025-08-04,2025-08-04,received,324.25
PO900621,2025-07-01,SUP015,Krishna Tools & Dies,W1,SKU00136,Bearing - Type 10,225,225,2025-07-08,2025-07-08,received,432.85
PO900622,2025-07-01,SUP002,Bharat Fastener Co.,W4,SKU00119,Adhesives & Sealant - Type 11,529,529,2025-08-07,2025-08-07,received,324.25
PO900623,2025-07-01,SUP001,Ashoka Steel Works,W3,SKU00127,Bearing - Type 1,282,282,2025-07-23,2025-07-23,received,407.58
PO900624,2025-07-04,SUP013,Apex Industrial Components,W3,SKU00011,Fastener - Type 11,1233,1233,2025-08-11,2025-08-11,received,38.29
PO900625,2025-07-04,SUP005,SafeGuard PPE Manufacturing,W1,SKU00070,Safety Equipment - Type 8,1277,1277,2025-08-01,2025-08-01,received,121.19
PO900626,2025-07-04,SUP006,Deccan Plumbing Supplies,W3,SKU00138,Bearing - Type 12,926,926,2025-07-20,2025-07-22,received,989.79
PO900627,2025-07-07,SUP003,Precision Bearings Ltd,W3,SKU00128,Bearing - Type 2,1753,0,2025-08-14,,cancelled,1917.4
PO900628,2025-07-07,SUP006,Deccan Plumbing Supplies,W4,SKU00127,Bearing - Type 1,1001,1001,2025-07-23,2025-07-23,received,407.58
PO900629,2025-07-10,SUP004,Voltek Electricals,W4,SKU00009,Fastener - Type 9,56,56,2025-07-30,2025-07-31,received,27.59
PO900630,2025-07-13,SUP004,Voltek Electricals,W1,SKU00008,Fastener - Type 8,1169,1169,2025-08-02,2025-08-02,received,43.82
PO900631,2025-07-16,SUP014,Vishal Steel Traders,W3,SKU00121,Adhesives & Sealant - Type 13,1511,1122,2025-08-20,2025-08-20,received,266.53
PO900632,2025-07-19,SUP004,Voltek Electricals,W4,SKU00012,Fastener - Type 12,198,198,2025-08-08,2025-08-10,received,21.59
PO900633,2025-07-19,SUP005,SafeGuard PPE Manufacturing,W3,SKU00072,Safety Equipment - Type 10,1497,1497,2025-08-16,2025-08-16,received,1273.06
PO900634,2025-07-22,SUP005,SafeGuard PPE Manufacturing,W2,SKU00064,Safety Equipment - Type 2,1197,1197,2025-08-19,2025-08-19,received,225.36
PO900635,2025-07-22,SUP014,Vishal Steel Traders,W3,SKU00124,Adhesives & Sealant - Type 16,398,398,2025-08-26,2025-08-26,received,407.16
PO900636,2025-07-22,SUP005,SafeGuard PPE Manufacturing,W4,SKU00072,Safety Equipment - Type 10,1432,1432,2025-08-19,2025-08-21,received,1273.06
PO900637,2025-07-25,SUP006,Deccan Plumbing Supplies,W3,SKU00136,Bearing - Type 10,740,740,2025-08-10,2025-08-10,received,432.85
PO900638,2025-07-25,SUP013,Apex Industrial Components,W2,SKU00002,Fastener - Type 2,1206,1206,2025-09-01,2025-09-01,received,22.21
PO900639,2025-07-28,SUP003,Precision Bearings Ltd,W2,SKU00127,Bearing - Type 1,1421,1048,2025-09-04,2025-09-04,received,407.58
PO900640,2025-07-28,SUP011,Everest Hardware,W1,SKU00034,Hand Tool - Type 9,50,50,2025-08-18,2025-08-18,received,349.68
PO900641,2025-07-28,SUP003,Precision Bearings Ltd,W1,SKU00139,Bearing - Type 13,1187,1187,2025-09-04,2025-09-04,received,2355.14
PO900642,2025-07-31,SUP008,Sunrise Adhesives,W2,SKU00025,Electrical Component - Type 13,628,628,2025-08-19,2025-08-19,received,400.14
PO900643,2025-08-03,SUP004,Voltek Electricals,W2,SKU00001,Fastener - Type 1,1443,1443,2025-08-23,2025-08-23,received,6.92
PO900644,2025-08-03,SUP012,Coastal Metal Traders,W3,SKU00083,Plumbing Supplie - Type 7,1994,1994,2025-09-12,2025-09-12,received,283.05
PO900645,2025-08-06,SUP010,LumaTech Lighting,W1,SKU00038,Hand Tool - Type 13,407,407,2025-09-04,2025-09-04,received,217.48
PO900646,2025-08-09,SUP005,SafeGuard PPE Manufacturing,W4,SKU00075,Safety Equipment - Type 13,1386,1386,2025-09-06,2025-09-06,received,1179.99
PO900647,2025-08-12,SUP002,Bharat Fastener Co.,W2,SKU00123,Adhesives & Sealant - Type 15,960,960,2025-09-18,2025-09-18,received,459.67
PO900648,2025-08-12,SUP005,SafeGuard PPE Manufacturing,W3,SKU00064,Safety Equipment - Type 2,680,680,2025-09-09,2025-09-09,received,225.36
PO900649,2025-08-15,SUP014,Vishal Steel Traders,W1,SKU00119,Adhesives & Sealant - Type 11,193,193,2025-09-19,2025-09-19,received,324.25
PO900650,2025-08-18,SUP001,Ashoka Steel Works,W2,SKU00131,Bearing - Type 5,1096,1096,2025-09-09,2025-09-09,received,1857.62
PO900651,2025-08-18,SUP014,Vishal Steel Traders,W4,SKU00122,Adhesives & Sealant - Type 14,122,122,2025-09-22,2025-09-26,delayed,259.27
PO900652,2025-08-18,SUP006,Deccan Plumbing Supplies,W2,SKU00138,Bearing - Type 12,448,448,2025-09-03,2025-09-03,received,989.79
PO900653,2025-08-21,SUP006,Deccan Plumbing Supplies,W4,SKU00133,Bearing - Type 7,866,866,2025-09-06,2025-09-06,received,81.99
PO900654,2025-08-24,SUP007,Titan Tools India,W3,SKU00122,Adhesives & Sealant - Type 14,1799,1799,2025-09-07,2025-09-07,received,259.27
PO900655,2025-08-24,SUP012,Coastal Metal Traders,W3,SKU00089,Plumbing Supplie - Type 13,1322,1322,2025-10-03,2025-10-03,received,254.3
PO900656,2025-08-27,SUP005,SafeGuard PPE Manufacturing,W3,SKU00063,Safety Equipment - Type 1,1587,1587,2025-09-24,2025-09-28,delayed,1450.22
PO900657,2025-08-27,SUP005,SafeGuard PPE Manufacturing,W2,SKU00067,Safety Equipment - Type 5,1419,1419,2025-09-24,2025-09-24,received,1005.65
PO900658,2025-08-30,SUP009,National Pipe & Fittings,W3,SKU00098,Pipes & Fitting - Type 5,1682,1682,2025-09-24,2025-09-27,received,958.68
PO900659,2025-08-30,SUP005,SafeGuard PPE Manufacturing,W3,SKU00068,Safety Equipment - Type 6,1685,1685,2025-09-27,2025-09-27,received,1088.51
PO900660,2025-08-30,SUP012,Coastal Metal Traders,W4,SKU00093,Plumbing Supplie - Type 17,386,386,2025-10-09,2025-10-12,received,578.35
PO900661,2025-09-02,SUP010,LumaTech Lighting,W2,SKU00033,Hand Tool - Type 8,385,385,2025-10-01,2025-10-01,received,388.5
PO900662,2025-09-02,SUP007,Titan Tools India,W2,SKU00121,Adhesives & Sealant - Type 13,554,554,2025-09-16,2025-09-16,received,266.53
PO900663,2025-09-02,SUP011,Everest Hardware,W3,SKU00026,Hand Tool - Type 1,1992,1992,2025-09-23,2025-09-23,received,523.51
PO900664,2025-09-05,SUP001,Ashoka Steel Works,W3,SKU00127,Bearing - Type 1,1487,1487,2025-09-27,2025-09-29,received,407.58
PO900665,2025-09-08,SUP004,Voltek Electricals,W4,SKU00005,Fastener - Type 5,512,512,2025-09-28,2025-09-28,received,41.97
PO900666,2025-09-08,SUP008,Sunrise Adhesives,W2,SKU00023,Electrical Component - Type 11,1616,1616,2025-09-27,2025-09-27,received,335.82
PO900667,2025-09-11,SUP002,Bharat Fastener Co.,W1,SKU00126,Adhesives & Sealant - Type 18,106,79,2025-10-18,2025-10-18,received,352.46
PO900668,2025-09-11,SUP008,Sunrise Adhesives,W4,SKU00025,Electrical Component - Type 13,719,719,2025-09-30,2025-09-30,received,400.14
PO900669,2025-09-11,SUP003,Precision Bearings Ltd,W3,SKU00138,Bearing - Type 12,1497,1497,2025-10-19,2025-10-21,received,989.79
PO900670,2025-09-14,SUP009,National Pipe & Fittings,W2,SKU00094,Pipes & Fitting - Type 1,247,247,2025-10-09,2025-10-09,received,482.18
PO900671,2025-09-14,SUP010,LumaTech Lighting,W1,SKU00041,Hand Tool - Type 16,963,910,2025-10-13,2025-10-13,received,1584.93
PO900672,2025-09-17,SUP011,Everest Hardware,W3,SKU00039,Hand Tool - Type 14,1829,1829,2025-10-08,2025-10-08,received,828.95
PO900673,2025-09-17,SUP006,Deccan Plumbing Supplies,W4,SKU00135,Bearing - Type 9,723,723,2025-10-03,2025-10-03,received,1883.55
PO900674,2025-09-20,SUP012,Coastal Metal Traders,W3,SKU00090,Plumbing Supplie - Type 14,1884,1884,2025-10-30,2025-10-30,received,688.4
PO900675,2025-09-23,SUP014,Vishal Steel Traders,W1,SKU00124,Adhesives & Sealant - Type 16,1600,1600,2025-10-28,2025-10-28,received,407.16
PO900676,2025-09-26,SUP004,Voltek Electricals,W1,SKU00004,Fastener - Type 4,511,511,2025-10-16,2025-10-16,received,12.18
PO900677,2025-09-29,SUP010,LumaTech Lighting,W1,SKU00032,Hand Tool - Type 7,1303,1303,2025-10-28,2025-10-28,received,1423.8
PO900678,2025-10-02,SUP009,National Pipe & Fittings,W2,SKU00098,Pipes & Fitting - Type 5,370,370,2025-10-27,2025-10-29,received,958.68
PO900679,2025-10-02,SUP003,Precision Bearings Ltd,W3,SKU00134,Bearing - Type 8,1834,1834,2025-11-09,2025-11-09,received,499.59
PO900680,2025-10-02,SUP007,Titan Tools India,W3,SKU00114,Adhesives & Sealant - Type 6,1885,1885,2025-10-16,2025-10-16,received,233.76
PO900681,2025-10-05,SUP005,SafeGuard PPE Manufacturing,W1,SKU00071,Safety Equipment - Type 9,851,851,2025-11-02,2025-11-06,delayed,1621.04
PO900682,2025-10-05,SUP001,Ashoka Steel Works,W4,SKU00132,Bearing - Type 6,1485,1485,2025-10-27,2025-10-27,received,804.38
PO900683,2025-10-05,SUP013,Apex Industrial Components,W2,SKU00009,Fastener - Type 9,1447,1447,2025-11-12,2025-11-12,received,27.59
PO900684,2025-10-08,SUP010,LumaTech Lighting,W1,SKU00027,Hand Tool - Type 2,430,430,2025-11-06,2025-11-06,received,933.87
PO900685,2025-10-08,SUP009,National Pipe & Fittings,W4,SKU00101,Pipes & Fitting - Type 8,216,216,2025-11-02,2025-11-02,received,64.18
PO900686,2025-10-08,SUP012,Coastal Metal Traders,W1,SKU00087,Plumbing Supplie - Type 11,1499,1173,2025-11-17,2025-11-17,received,704.55
PO900687,2025-10-11,SUP014,Vishal Steel Traders,W2,SKU00124,Adhesives & Sealant - Type 16,509,509,2025-11-15,2025-11-15,received,407.16
PO900688,2025-10-11,SUP004,Voltek Electricals,W3,SKU00005,Fastener - Type 5,1489,1489,2025-10-31,2025-10-31,received,41.97
PO900689,2025-10-14,SUP004,Voltek Electricals,W4,SKU00005,Fastener - Type 5,131,116,2025-11-03,2025-11-03,received,41.97
PO900690,2025-10-14,SUP014,Vishal Steel Traders,W3,SKU00126,Adhesives & Sealant - Type 18,66,66,2025-11-18,2025-11-18,received,352.46
PO900691,2025-10-14,SUP010,LumaTech Lighting,W1,SKU00029,Hand Tool - Type 4,297,297,2025-11-12,2025-11-12,received,1396.1
PO900692,2025-10-17,SUP009,National Pipe & Fittings,W1,SKU00094,Pipes & Fitting - Type 1,1492,1492,2025-11-11,2025-11-11,received,482.18
PO900693,2025-10-17,SUP002,Bharat Fastener Co.,W1,SKU00109,Adhesives & Sealant - Type 1,1508,1508,2025-11-23,2025-11-23,received,420.81
PO900694,2025-10-20,SUP001,Ashoka Steel Works,W1,SKU00135,Bearing - Type 9,902,902,2025-11-11,2025-11-11,received,1883.55
PO900695,2025-10-20,SUP014,Vishal Steel Traders,W1,SKU00123,Adhesives & Sealant - Type 15,205,205,2025-11-24,2025-11-24,received,459.67
PO900696,2025-10-20,SUP001,Ashoka Steel Works,W2,SKU00136,Bearing - Type 10,684,684,2025-11-11,2025-11-11,received,432.85
PO900697,2025-10-23,SUP010,LumaTech Lighting,W2,SKU00031,Hand Tool - Type 6,353,353,2025-11-21,2025-11-25,delayed,209.82
PO900698,2025-10-26,SUP007,Titan Tools India,W3,SKU00116,Adhesives & Sealant - Type 8,407,407,2025-11-09,2025-11-09,received,356.93
PO900699,2025-10-26,SUP010,LumaTech Lighting,W4,SKU00029,Hand Tool - Type 4,1432,1432,2025-11-24,2025-11-24,received,1396.1
PO900700,2025-10-29,SUP015,Krishna Tools & Dies,W2,SKU00134,Bearing - Type 8,1930,1930,2025-11-05,2025-11-05,received,499.59
PO900701,2025-10-29,SUP005,SafeGuard PPE Manufacturing,W3,SKU00066,Safety Equipment - Type 4,1206,1206,2025-11-26,2025-11-26,received,1506.09
PO900702,2025-10-29,SUP013,Apex Industrial Components,W3,SKU00006,Fastener - Type 6,593,593,2025-12-06,2025-12-08,received,11.09
PO900703,2025-11-01,SUP015,Krishna Tools & Dies,W4,SKU00129,Bearing - Type 3,1615,1615,2025-11-08,2025-11-08,received,1034.83
PO900704,2025-11-01,SUP010,LumaTech Lighting,W2,SKU00030,Hand Tool - Type 5,437,437,2025-11-30,2025-11-30,received,187.69
PO900705,2025-11-04,SUP009,National Pipe & Fittings,W1,SKU00105,Pipes & Fitting - Type 12,64,64,2025-11-29,2025-11-29,received,1074.46
PO900706,2025-11-04,SUP010,LumaTech Lighting,W3,SKU00042,Hand Tool - Type 17,1992,1992,2025-12-03,2025-12-03,received,790.38
PO900707,2025-11-04,SUP013,Apex Industrial Components,W1,SKU00009,Fastener - Type 9,1229,1229,2025-12-12,2025-12-12,received,27.59
PO900708,2025-11-07,SUP003,Precision Bearings Ltd,W3,SKU00137,Bearing - Type 11,399,399,2025-12-15,2025-12-15,received,645.58
PO900709,2025-11-07,SUP003,Precision Bearings Ltd,W4,SKU00138,Bearing - Type 12,1917,1917,2025-12-15,2025-12-15,received,989.79
PO900710,2025-11-10,SUP008,Sunrise Adhesives,W3,SKU00015,Electrical Component - Type 3,749,749,2025-11-29,2025-11-29,received,460.2
PO900711,2025-11-10,SUP008,Sunrise Adhesives,W4,SKU00013,Electrical Component - Type 1,971,971,2025-11-29,2025-11-29,received,283.87
PO900712,2025-11-13,SUP007,Titan Tools India,W4,SKU00110,Adhesives & Sealant - Type 2,1398,1398,2025-11-27,2025-11-28,received,225.64
PO900713,2025-11-13,SUP012,Coastal Metal Traders,W2,SKU00080,Plumbing Supplie - Type 4,1871,1871,2025-12-23,2025-12-23,received,507.75
PO900714,2025-11-16,SUP011,Everest Hardware,W2,SKU00032,Hand Tool - Type 7,860,860,2025-12-07,2025-12-09,received,1423.8
PO900715,2025-11-19,SUP006,Deccan Plumbing Supplies,W2,SKU00128,Bearing - Type 2,204,204,2025-12-05,2025-12-05,received,1917.4
PO900716,2025-11-22,SUP012,Coastal Metal Traders,W1,SKU00080,Plumbing Supplie - Type 4,139,139,2026-01-01,2026-01-01,received,507.75
PO900717,2025-11-22,SUP011,Everest Hardware,W1,SKU00027,Hand Tool - Type 2,204,204,2025-12-13,2025-12-17,delayed,933.87
PO900718,2025-11-25,SUP014,Vishal Steel Traders,W4,SKU00120,Adhesives & Sealant - Type 12,170,170,2025-12-30,2025-12-30,received,310.21
PO900719,2025-11-25,SUP003,Precision Bearings Ltd,W3,SKU00132,Bearing - Type 6,440,440,2026-01-02,2026-01-02,received,804.38
PO900720,2025-11-25,SUP014,Vishal Steel Traders,W4,SKU00114,Adhesives & Sealant - Type 6,1830,1830,2025-12-30,2025-12-30,received,233.76
PO900721,2025-11-28,SUP009,National Pipe & Fittings,W3,SKU00098,Pipes & Fitting - Type 5,328,328,2025-12-23,2025-12-23,received,958.68
PO900722,2025-12-01,SUP006,Deccan Plumbing Supplies,W1,SKU00129,Bearing - Type 3,1840,1840,2025-12-17,2025-12-17,received,1034.83
PO900723,2025-12-01,SUP007,Titan Tools India,W4,SKU00113,Adhesives & Sealant - Type 5,482,482,2025-12-15,2025-12-15,received,554.18
PO900724,2025-12-04,SUP003,Precision Bearings Ltd,W2,SKU00127,Bearing - Type 1,850,850,2026-01-11,2026-01-11,received,407.58
PO900725,2025-12-04,SUP005,SafeGuard PPE Manufacturing,W3,SKU00070,Safety Equipment - Type 8,1972,1972,2026-01-01,2026-01-01,received,121.19
PO900726,2025-12-07,SUP012,Coastal Metal Traders,W4,SKU00088,Plumbing Supplie - Type 12,74,74,2026-01-16,2026-01-16,received,420.32
PO900727,2025-12-07,SUP010,LumaTech Lighting,W4,SKU00037,Hand Tool - Type 12,946,946,2026-01-05,2026-01-05,received,1171.0
PO900728,2025-12-10,SUP007,Titan Tools India,W3,SKU00111,Adhesives & Sealant - Type 3,1718,1718,2025-12-24,2025-12-24,received,337.6
PO900729,2025-12-10,SUP003,Precision Bearings Ltd,W4,SKU00132,Bearing - Type 6,1063,1063,2026-01-17,2026-01-17,received,804.38
PO900730,2025-12-13,SUP014,Vishal Steel Traders,W3,SKU00125,Adhesives & Sealant - Type 17,1492,1492,2026-01-17,2026-01-18,received,76.43
PO900731,2025-12-13,SUP002,Bharat Fastener Co.,W1,SKU00116,Adhesives & Sealant - Type 8,595,595,2026-01-19,2026-01-19,received,356.93
PO900732,2025-12-13,SUP008,Sunrise Adhesives,W1,SKU00021,Electrical Component - Type 9,768,768,2026-01-01,2026-01-01,received,720.51
PO900733,2025-12-16,SUP004,Voltek Electricals,W4,SKU00003,Fastener - Type 3,746,746,2026-01-05,2026-01-05,received,21.09
PO900734,2025-12-19,SUP009,National Pipe & Fittings,W3,SKU00098,Pipes & Fitting - Type 5,1978,1978,2026-01-13,2026-01-13,received,958.68
PO900735,2025-12-19,SUP011,Everest Hardware,W3,SKU00032,Hand Tool - Type 7,1860,1860,2026-01-09,2026-01-12,received,1423.8
PO900736,2025-12-19,SUP004,Voltek Electricals,W3,SKU00002,Fastener - Type 2,1287,1287,2026-01-08,2026-01-08,received,22.21
PO900737,2025-12-22,SUP011,Everest Hardware,W2,SKU00028,Hand Tool - Type 3,1724,1724,2026-01-12,2026-01-12,received,1242.64
PO900738,2025-12-22,SUP014,Vishal Steel Traders,W1,SKU00119,Adhesives & Sealant - Type 11,701,701,2026-01-26,2026-01-26,received,324.25
PO900739,2025-12-25,SUP005,SafeGuard PPE Manufacturing,W3,SKU00073,Safety Equipment - Type 11,1436,1436,2026-01-22,2026-01-22,received,1841.77
